X,Y
-122.3513512,47.7340555
-122.3551378,47.73405609
-122.3155769,47.53562533
-122.3116754,47.53347191
-122.3150455,47.53548465
-122.2701375,47.51223083
-122.2675277,47.51558495
-122.2585182,47.50964693
-122.3133407,47.51480131
-122.3150583,47.52279881
-122.3229206,47.53130912
-122.3608026,47.6412994
-122.322601,47.57007079
-122.3179662,47.55044572
-122.3451495,47.5154963
-122.3449537,47.51248293
-122.34514,47.51217963
-122.3154177,47.61435475
-122.3873388,47.59494979
-122.3911984,47.59241592
-122.3923371,47.59105097
-122.3941975,47.58930798
-122.3956904,47.58803949
-122.3917472,47.59204157
-122.293845,47.51215822
-122.2967266,47.51663753
-122.3017077,47.52428873
-122.3064733,47.53018067
-122.311717,47.53331456
-122.3131476,47.53261687
-122.3147777,47.52678578
-122.380066,47.58949648
-122.3535537,47.5174331
-122.3504828,47.51739632
-122.3458043,47.51736871
-122.403524,47.65840496
-122.4056324,47.6622361
-122.3981344,47.66106469
-122.3952972,47.66137037
-122.3930195,47.66084503
-122.3760147,47.58526002
-122.4007277,47.58367077
-122.4049278,47.58130172
-122.407667,47.58011442
-122.4132801,47.57438968
-122.4130942,47.57247134
-122.4111518,47.57135558
-122.4099625,47.57013477
-122.4093819,47.56745604
-122.3979594,47.58606377
-122.3176891,47.52637479
-122.3222941,47.52638949
-122.3278199,47.52640589
-122.3873472,47.52192644
-122.3880142,47.56174848
-122.3897716,47.65860963
-122.3885185,47.65761277
-122.3866223,47.65609854
-122.3845511,47.65331635
-122.3845613,47.65209153
-122.3845554,47.65051244
-122.3845485,47.6487077
-122.3845328,47.64504932
-122.3845172,47.64339895
-122.3859207,47.64095126
-122.3870568,47.63929847
-122.4067892,47.56462785
-122.4053048,47.56224352
-122.4039218,47.56108816
-122.4013147,47.5578942
-122.4003981,47.5567046
-122.3992166,47.55413818
-122.3978936,47.55201742
-122.398011,47.54754582
-122.3984518,47.54676544
-122.3868591,47.56441267
-122.3868533,47.5662877
-122.3868576,47.56814329
-122.3868537,47.5699528
-122.3868522,47.57178889
-122.3868471,47.57543701
-122.3867947,47.57709226
-122.3866441,47.58089013
-122.3865088,47.57920679
-122.3877693,47.63833527
-122.388681,47.63712278
-122.3903782,47.63520225
-122.3893889,47.63675032
-122.3882391,47.6382861
-122.3870867,47.63982561
-122.3862226,47.64085176
-122.3846938,47.643045
-122.3847321,47.64453323
-122.3847412,47.6463429
-122.3847568,47.65012743
-122.3982758,47.54583377
-122.3963422,47.54300148
-122.396184,47.54101792
-122.3953296,47.54193824
-122.3944209,47.54318153
-122.3939565,47.54682538
-122.393904,47.54863243
-122.3938542,47.5503284
-122.3937974,47.5518841
-122.3939805,47.55388571
-122.3865835,47.57729547
-122.3866338,47.57592086
-122.3866491,47.57228512
-122.3866506,47.57046173
-122.386655,47.56858844
-122.3866569,47.56495788
-122.3871563,47.56287185
-122.3876244,47.56106393
-122.3847635,47.65189928
-122.3847381,47.65367827
-122.387066,47.65624112
-122.3881761,47.65713332
-122.3896822,47.65832653
-122.393609,47.66096465
-122.3957093,47.66124222
-122.3978269,47.66109783
-122.4031281,47.65831488
-122.410884,47.66474436
-122.2682069,47.52322857
-122.3950666,47.55571644
-122.3950302,47.55766226
-122.3934185,47.5612237
-122.3893676,47.56120506
-122.3784868,47.56114194
-122.3875538,47.52156105
-122.3772312,47.52113614
-122.3620087,47.52223944
-122.3657584,47.52093423
-122.3280821,47.52654376
-122.2660135,47.52322294
-122.2693253,47.52323144
-122.2778635,47.52324478
-122.2807977,47.52268344
-122.2823005,47.51708381
-122.2837523,47.51843005
-122.3865733,47.58277215
-122.3804855,47.56114604
-122.3179342,47.52651268
-122.3149741,47.52691192
-122.313333,47.53347672
-122.3057708,47.52988404
-122.3014639,47.52425329
-122.2978061,47.51858762
-122.2942256,47.51309353
-122.2921319,47.50992503
-122.2837489,47.5210639
-122.2861077,47.52350923
-122.2880074,47.52587887
-122.2881109,47.52809942
-122.288229,47.53074522
-122.2894988,47.53347643
-122.2912026,47.53532632
-122.2962623,47.53869886
-122.2982743,47.54012033
-122.2996232,47.54274557
-122.3515054,47.65420521
-122.3578462,47.65307657
-122.3125462,47.72302805
-122.312554,47.7212195
-122.3125599,47.71993073
-122.3124469,47.7160056
-122.3123244,47.71238186
-122.3123141,47.70876956
-122.3054658,47.69772858
-122.3035816,47.70007622
-122.3014141,47.70850991
-122.2997901,47.71172803
-122.2976134,47.71540861
-122.2964202,47.72089437
-122.2964427,47.7227119
-122.2964924,47.72657013
-122.296515,47.72797474
-122.3864169,47.58651771
-122.3863711,47.58778971
-122.3863259,47.58907009
-122.3869543,47.59053514
-122.3933574,47.69063515
-122.390847,47.69063639
-122.3879485,47.69063815
-122.3814518,47.69065712
-122.3771406,47.69067096
-122.3753303,47.69067836
-122.302593,47.61992462
-122.3120566,47.66133852
-122.3120299,47.66451519
-122.3120046,47.66629689
-122.3119811,47.67046304
-122.3120138,47.67546206
-122.3153604,47.67573838
-122.3273367,47.68147092
-122.3294399,47.68253852
-122.3122354,47.70326918
-122.3121318,47.70113298
-122.3120342,47.69416354
-122.3120444,47.68694599
-122.3122751,47.68826917
-122.3122652,47.69284454
-122.2965959,47.73019349
-122.2966304,47.73171483
-122.3131082,47.66830737
-122.3131186,47.67074657
-122.3090069,47.67586392
-122.3846957,47.69064742
-122.3718785,47.6906932
-122.3666365,47.69071546
-122.3602665,47.69068626
-122.3366157,47.68564285
-122.3344078,47.68393264
-122.3298992,47.68274616
-122.3268549,47.68135247
-122.3211425,47.67592432
-122.3365467,47.6854745
-122.3576432,47.69053434
-122.3602641,47.69054916
-122.3764249,47.69053655
-122.3818544,47.69051885
-122.3840038,47.69051251
-122.3877453,47.69050121
-122.3941506,47.69049728
-122.3965161,47.69049524
-122.3979023,47.69033277
-122.3121869,47.6965383
-122.3122872,47.70014299
-122.3124632,47.70377587
-122.3125169,47.70830309
-122.3148121,47.71256129
-122.3125302,47.71246095
-122.3068574,47.67588043
-122.3040627,47.67583926
-122.3012331,47.67583699
-122.2976499,47.67583995
-122.2953268,47.67584279
-122.2933298,47.67585106
-122.2904669,47.67584846
-122.2880316,47.6758476
-122.2858475,47.67584822
-122.2838299,47.67585005
-122.3155202,47.6758768
-122.3125222,47.67585053
-122.3117781,47.67045111
-122.3118634,47.66148185
-122.301485,47.71924005
-122.3069983,47.7192887
-122.3122562,47.71935625
-122.3135671,47.70859711
-122.3083732,47.70855326
-122.3078074,47.70841084
-122.3126304,47.71546783
-122.3126955,47.71734829
-122.3127516,47.71899547
-122.3127583,47.72096468
-122.3127499,47.72288945
-122.3127405,47.726861
-122.3127829,47.730047
-122.2781827,47.67584723
-122.2762206,47.67584043
-122.2750848,47.67493662
-122.2718222,47.67582219
-122.2693303,47.67581441
-122.2638655,47.67579716
-122.2689897,47.67737163
-122.2690428,47.67917616
-122.269075,47.68117156
-122.3024963,47.6167303
-122.3025853,47.61327168
-122.3026522,47.60823812
-122.3026603,47.60630686
-122.3021264,47.59351628
-122.3023622,47.59183774
-122.2980268,47.58384285
-122.3024681,47.58859967
-122.3028136,47.58573611
-122.3038948,47.70895868
-122.3121325,47.70845159
-122.3049325,47.70872148
-122.3272693,47.70190282
-122.327291,47.70289266
-122.3274012,47.70307589
-122.3270233,47.70176623
-122.327242,47.70162332
-122.3272289,47.70202259
-122.3272525,47.70261652
-122.3128072,47.73184534
-122.3128295,47.7335067
-122.3086745,47.73396882
-122.2964235,47.7321623
-122.2964139,47.73035611
-122.296313,47.72801078
-122.2691645,47.68295047
-122.2713208,47.68295323
-122.2739836,47.6829572
-122.2762462,47.68295967
-122.2809503,47.68296422
-122.2831513,47.68296673
-122.2852857,47.68315917
-122.2853501,47.68495458
-122.2853633,47.6882234
-122.2922045,47.5607235
-122.2944329,47.56076923
-122.3007119,47.56052135
-122.303875,47.55963032
-122.3600687,47.55904224
-122.3569739,47.55581813
-122.3546693,47.55187459
-122.3538698,47.54805145
-122.3549611,47.54654781
-122.3236774,47.70321029
-122.3131051,47.71950124
-122.3075805,47.71943107
-122.3022263,47.7193825
-122.2982368,47.71935772
-122.2962918,47.72674423
-122.2962443,47.72307872
-122.2962222,47.72131495
-122.2909275,47.72310685
-122.2925998,47.72408216
-122.2916738,47.72275985
-122.2971563,47.71581215
-122.2999299,47.71112185
-122.301185,47.70857374
-122.2860962,47.69011353
-122.2902445,47.6901273
-122.2879037,47.69044279
-122.2900486,47.6902637
-122.2856243,47.69024913
-122.2851645,47.68836447
-122.2851502,47.68505353
-122.2850901,47.68336805
-122.280881,47.68310122
-122.277112,47.68309704
-122.3546614,47.54495635
-122.3548018,47.54301651
-122.3548802,47.53839879
-122.3549007,47.53572167
-122.3685258,47.54023183
-122.3708285,47.54306237
-122.3728578,47.54458907
-122.3761474,47.54460694
-122.3778922,47.54463476
-122.3801712,47.54468421
-122.2957578,47.71934474
-122.2673573,47.53710857
-122.2673196,47.5387068
-122.2663139,47.54051948
-122.264708,47.54229256
-122.3015047,47.70501663
-122.302934,47.70056207
-122.3073622,47.69076232
-122.3052103,47.69779398
-122.3019707,47.69132316
-122.2747334,47.68309523
-122.2742298,47.68140344
-122.2741813,47.67925767
-122.274145,47.67773086
-122.2754909,47.67570082
-122.2791949,47.67571379
-122.2819032,47.6757139
-122.2845441,47.67571256
-122.2866384,47.67571071
-122.3827785,47.54474093
-122.3855177,47.54477943
-122.3835024,47.54488745
-122.3808804,47.54484013
-122.3768361,47.54475285
-122.3690204,47.54049854
-122.3633587,47.53742401
-122.3611251,47.53526351
-122.2642725,47.54409573
-122.2593169,47.54872417
-122.2589271,47.54955832
-122.2620784,47.55084782
-122.2647283,47.55104153
-122.2669547,47.55200242
-122.268245,47.55316446
-122.2699976,47.55497764
-122.2707478,47.55686574
-122.270789,47.56037891
-122.3119679,47.68328793
-122.3118897,47.67961541
-122.3118196,47.67608032
-122.3120854,47.67915484
-122.2899538,47.67570951
-122.2919094,47.67571694
-122.2939552,47.67571464
-122.2982017,47.67570238
-122.3002712,47.67570044
-122.3024025,47.67570076
-122.3051334,47.6757031
-122.3077093,47.67574583
-122.3109247,47.6757084
-122.3551067,47.53525517
-122.3550803,47.53882696
-122.355008,47.5428137
-122.3545921,47.5494672
-122.3549067,47.54873079
-122.3548791,47.55522964
-122.3571142,47.55568131
-122.3602359,47.55744079
-122.3602732,47.55913413
-122.3296611,47.55078019
-122.3296333,47.55388265
-122.3296195,47.55538679
-122.3295085,47.56435643
-122.329246,47.56793806
-122.3291153,47.57101801
-122.3289383,47.56896755
-122.3293103,47.56515495
-122.3281775,47.60918245
-122.3208678,47.61413784
-122.3206813,47.61516183
-122.3206466,47.61289046
-122.3261252,47.60719925
-122.3250427,47.60601643
-122.3232287,47.60403375
-122.3206419,47.61015082
-122.319676,47.54736196
-122.3209677,47.54445122
-122.3128564,47.61469928
-122.32195,47.5413992
-122.3294319,47.55376395
-122.3392492,47.56455386
-122.3392515,47.5625961
-122.3396896,47.56047827
-122.3392481,47.55991366
-122.3369556,47.55367896
-122.3206328,47.60543975
-122.3068788,47.59008513
-122.3859865,47.6553821
-122.3857955,47.65544182
-122.3416594,47.70497301
-122.3442893,47.70497654
-122.3075005,47.59045515
-122.3603744,47.70248744
-122.3644192,47.70043928
-122.3683718,47.69842909
-122.3723218,47.69642378
-122.3753337,47.69469059
-122.3757387,47.69453073
-122.3729798,47.69626242
-122.365025,47.70030074
-122.355214,47.70514581
-122.3503634,47.7051297
-122.3646631,47.70092304
-122.3452679,47.70511592
-122.363014,47.56282179
-122.3615042,47.56088509
-122.3612609,47.56086027
-122.364633,47.52122373
-122.3648894,47.52108583
-122.3646229,47.52290294
-122.3646143,47.52440961
-122.3632542,47.52650648
-122.3649038,47.52820684
-122.3687399,47.52820769
-122.3722529,47.52820928
-122.3497543,47.70499244
-122.3794481,47.52827814
-122.3821176,47.52834
-122.3842851,47.52839176
-122.3847769,47.52970846
-122.3847651,47.53130313
-122.3847535,47.53265998
-122.3869707,47.53429766
-122.3874018,47.53560722
-122.3873741,47.53819198
-122.3873542,47.53994692
-122.3610638,47.70230866
-122.3873028,47.54457596
-122.3917654,47.5646893
-122.3944426,47.56471456
-122.3971992,47.56473611
-122.3998399,47.56476004
-122.4029279,47.56516362
-122.4029082,47.56680011
-122.4028934,47.56839014
-122.4004214,47.57042097
-122.3977698,47.57038299
-122.3707835,47.5433649
-122.3948358,47.57185648
-122.3948159,47.57366249
-122.3947095,47.5755695
-122.3942453,47.57724293
-122.3940988,47.57777011
-122.3946088,47.57407268
-122.3946285,47.57228255
-122.3946481,47.57057021
-122.3970958,47.57023683
-122.3997334,47.57027471
-122.3771106,47.52822243
-122.4027278,47.5687114
-122.4027865,47.56498346
-122.4005399,47.56495701
-122.3973466,47.56487438
-122.3949214,47.56485503
-122.3924964,47.5648333
-122.3906702,47.56471067
-122.3871041,47.54331808
-122.3871502,47.54014933
-122.3873318,47.54204162
-122.2769835,47.67570587
-122.2960344,47.67570432
-122.3863509,47.58319804
-122.3962814,47.69063266
-122.3177142,47.67589539
-122.311797,47.6666001
-122.3953102,47.57035685
-122.2982224,47.51888237
-122.3879404,47.56120143
-122.3867175,47.57905146
-122.3866505,47.56678111
-122.3232517,47.52652946
-122.2969544,47.5173201
-122.4027093,47.57025524
-122.3871812,47.53727118
-122.3872023,47.53534303
-122.3871934,47.53443584
-122.3845397,47.53384429
-122.3845655,47.53094054
-122.3845765,47.52945893
-122.3845612,47.52853548
-122.3823248,47.52848213
-122.3796081,47.528419
-122.3871697,47.53836915
-122.2890001,47.560651
-122.35468,47.55393182
-122.3630429,47.53726992
-122.3880146,47.56138923
-122.3606719,47.534692
-122.3548721,47.55189231
-122.2890316,47.56078813
-122.4054292,47.66230692
-122.3911977,47.65973524
-122.3845403,47.64679514
-122.3912081,47.63516007
-122.3847495,47.64825594
-122.3910971,47.65944887
-122.272554,47.52323597
-122.2941122,47.53726711
-122.3028771,47.55349356
-122.3769822,47.52835659
-122.375119,47.52834753
-122.3644194,47.52310802
-122.3644302,47.52129445
-122.3539089,47.51689125
-122.3529308,47.51562959
-122.3688554,47.52834481
-122.3644524,47.5283442
-122.3345285,47.68380927
-122.3700167,47.69056408
-122.2974356,47.71921596
-122.3178922,47.7194362
-122.3272931,47.70249933
-122.2620084,47.54644844
-122.2707782,47.55919822
-122.2824637,47.5640685
-122.3135798,47.56506201
-122.3289451,47.58638357
-122.3133435,47.56748141
-122.3032055,47.55623536
-122.2949605,47.53830594
-122.2850958,47.52316008
-122.282492,47.66120194
-122.3664693,47.66873004
-122.3076161,47.73381974
-122.3126416,47.73433647
-122.3126062,47.73201117
-122.3125375,47.72687594
-122.3125091,47.71784476
-122.2798211,47.56414595
-122.2705748,47.55725893
-122.2634029,47.54492298
-122.3891859,47.56106739
-122.3937052,47.54850563
-122.3986361,47.54682519
-122.4041564,47.56107
-122.4134895,47.57416024
-122.3504231,47.66220417
-122.3312203,47.66143731
-122.3144149,47.65193914
-122.3028325,47.64309054
-122.3110045,47.62042321
-122.3250935,47.61914545
-122.3039779,47.62027786
